Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,greenfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,redfolder,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,darkgreenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,greenvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,redvinyl,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insidegreenfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,insideredfolder,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafpoisonivy,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapelower,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafgrapeupper,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,greenleafverygreen,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafpoinsettia,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,redleafcarnation,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenbag,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,greenfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redfoam,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redpaper,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:208,redswatch1314,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redpaint,Relative:216,redtape,Relative:216,redtape,Relative:216,redtape,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,greencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,darkgreencalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,redcalibrate,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insideredfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,insidegreenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,greenfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redfoldermattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,redswatch1315mattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,darkgreenvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,redvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp,Relative:208,greenvinylmattenp
473.821,34.94,473.821,38.78,473.821,29.24,473.821,28.97,473.821,33.62,473.821,22.75,473.821,71.59,473.821,86.15,473.821,74.39,473.821,73.54,473.821,85.44,473.821,80.1,473.821,63.99,473.821,64.49,473.821,60.4,473.821,18.26,473.821,12.6,473.821,12.28,473.821,3.78,473.821,5.91,473.821,1.64,473.821,7.4,473.821,14.93,473.821,9.12,473.821,13.62,473.821,21.75,473.821,19.17,473.821,4.4,473.821,-2.33,473.821,30.46,473.821,12.63,473.821,-5.71,473.821,15.98,473.821,18.18,473.821,18.69,473.821,-4.43,473.821,7.43,473.821,2.84,473.821,8.29,473.821,22.58,473.821,22.58,473.821,2.49,473.821,33.14,473.821,23.89,473.821,22.81,473.821,17.42,473.821,-3.86,473.821,-3.86,473.821,140.26,473.821,124.47,473.821,145.74,473.821,72.38,473.821,59.68,473.821,61.88,473.821,48.1619,473.821,-3.44216,473.821,22.80978,473.821,58.18081,473.821,73.69581,473.821,40.79361,473.821,-10.75117,473.821,3.07082,473.821,-5.01657,473.821,13.04813,473.821,6.90877,473.821,24.50386,473.821,-5.88691,473.821,22.76541,473.821,4.70843,473.821,-0.28501,473.821,0.99135,473.821,-0.2223,473.821,7.66694,473.821,6.13016,473.821,7.10289,473.821,24.62162,473.821,24.84013,473.821,13.70994,473.821,1.15081,473.821,0.37042,473.821,2.15554,473.821,6.53755,473.821,8.20489,473.821,6.15844,473.821,4.87366,473.821,3.43113,473.821,3.09823,473.821,-1.22456,473.821,0.6741,473.821,2.24649,473.821,10.89379,473.821,9.51843,473.821,13.51943
474.175,25.26,474.175,32.38,474.175,31.02,474.175,20.44,474.175,29.95,474.175,17.66,474.175,76.42,474.175,85.78,474.175,73.76,474.175,78.47,474.175,93.05,474.175,94.63,474.175,75.61,474.175,72.13,474.175,58.98,474.175,-1.79,474.175,39.5,474.175,40.26,474.175,7.82,474.175,25.75,474.175,1.03,474.175,18.12,474.175,16.17,474.175,17.84,474.175,11.33,474.175,21.85,474.175,19.53,474.175,19.56,474.175,17.18,474.175,15.92,474.175,25.12,474.175,15.06,474.175,23.09,474.175,20.48,474.175,7.63,474.175,23.09,474.175,16.78,474.175,27.33,474.175,6.08,474.175,13.88,474.175,24.89,474.175,31.6,474.175,30.26,474.175,18.27,474.175,18.21,474.175,21.16,474.175,15.8,474.175,15.8,474.175,140.78,474.175,115.11,474.175,137.91,474.175,51.3,474.175,55.03,474.175,56.09,474.175,28.92365,474.175,-22.20297,474.175,-2.61894,474.175,49.19251,474.175,28.13877,474.175,67.94519,474.175,18.39932,474.175,19.68233,474.175,15.66195,474.175,17.75779,474.175,29.04569,474.175,2.01196,474.175,9.45863,474.175,-2.86848,474.175,12.15411,474.175,-0.28865,474.175,0.91173,474.175,0.46748,474.175,9.27929,474.175,9.33089,474.175,8.34151,474.175,25.43418,474.175,27.37858,474.175,16.03218,474.175,1.11938,474.175,3.78714,474.175,0.79924,474.175,4.53783,474.175,3.18641,474.175,7.04415,474.175,2.34435,474.175,7.26246,474.175,8.01698,474.175,-0.46425,474.175,-1.38546,474.175,4.32494,474.175,12.07812,474.175,10.86924,474.175,14.13674
474.528,38.11,474.528,38.74,474.528,34.06,474.528,40.86,474.528,31.52,474.528,21.73,474.528,86.42,474.528,84.89,474.528,79.94,474.528,90.2,474.528,100.7,474.528,105.24,474.528,83.1,474.528,84.47,474.528,64.67,474.528,32.98,474.528,17.73,474.528,20.63,474.528,23.28,474.528,17.36,474.528,24.53,474.528,17.55,474.528,17.94,474.528,14.6,474.528,13.98,474.528,9.75,474.528,24.91,474.528,12.9,474.528,4.94,474.528,-0.16,474.528,14.01,474.528,7.23,474.528,-6.64,474.528,8.18,474.528,7.66,474.528,-4.55,474.528,9.2,474.528,17.05,474.528,12.18,474.528,10.08,474.528,3.8,474.528,27.17,474.528,15.68,474.528,-3.76,474.528,15.02,474.528,26.25,474.528,17.51,474.528,17.51,474.528,138.69,474.528,117.25,474.528,135.94,474.528,64.84,474.528,53.39,474.528,62.45,474.528,2.47901,474.528,-23.17618,474.528,-43.50153,474.528,70.11954,474.528,95.81417,474.528,59.36134,474.528,-6.51768,474.528,-0.17854,474.528,16.32945,474.528,15.66048,474.528,2.45474,474.528,-30.77705,474.528,-24.43009,474.528,-7.27673,474.528,11.24467,474.528,-1.50061,474.528,0.30443,474.528,-0.17479,474.528,6.77688,474.528,5.97442,474.528,4.87096,474.528,23.4705,474.528,22.62167,474.528,13.24999,474.528,1.18349,474.528,1.31304,474.528,0.1945,474.528,4.17733,474.528,5.0597,474.528,5.1423,474.528,0.88795,474.528,8.55667,474.528,4.72353,474.528,-3.86542,474.528,-1.64416,474.528,0.13635,474.528,15.59965,474.528,7.61201,474.528,12.12898
474.882,38.04,474.882,52.61,474.882,46.32,474.882,32.45,474.882,43.16,474.882,33.41,474.882,71.97,474.882,73.61,474.882,81.24,474.882,93.3,474.882,96.08,474.882,89.98,474.882,68.55,474.882,74.75,474.882,66.1,474.882,29.8,474.882,15.62,474.882,17.52,474.882,20.01,474.882,-1.04,474.882,14.53,474.882,13.58,474.882,-2.48,474.882,-0.75,474.882,3.11,474.882,12.34,474.882,22.24,474.882,13.66,474.882,-0.37,474.882,-3.52,474.882,-2.82,474.882,-6.75,474.882,2.19,474.882,-2.9,474.882,3.06,474.882,-3.77,474.882,-3.6,474.882,-16.85,474.882,-16.4,474.882,-4.47,474.882,3.48,474.882,2.57,474.882,3.27,474.882,8.49,474.882,34.24,474.882,16.65,474.882,11.55,474.882,11.55,474.882,185.38,474.882,154.95,474.882,170.64,474.882,93.29,474.882,62.24,474.882,71.06,474.882,75.5489,474.882,4.91794,474.882,-5.80565,474.882,48.98794,474.882,74.58339,474.882,56.63627,474.882,8.0553,474.882,8.84934,474.882,-10.10113,474.882,3.57415,474.882,14.01002,474.882,-10.04437,474.882,-11.97426,474.882,7.99858,474.882,12.47894,474.882,1.49333,474.882,0.07525,474.882,1.50944,474.882,8.085,474.882,6.97891,474.882,7.16867,474.882,24.69687,474.882,26.33748,474.882,13.77998,474.882,1.2571,474.882,1.59533,474.882,1.60338,474.882,6.28933,474.882,5.61878,474.882,6.965,474.882,3.45976,474.882,4.88758,474.882,7.26349,474.882,-3.06689,474.882,-3.15169,474.882,-0.7241,474.882,10.95108,474.882,13.51479,474.882,10.49034
475.235,34.28,475.235,43.22,475.235,41.02,475.235,23.67,475.235,27.01,475.235,22.9,475.235,105.18,475.235,81.38,475.235,100.75,475.235,106.62,475.235,118.28,475.235,104.43,475.235,90.44,475.235,102.56,475.235,85.64,475.235,25.67,475.235,16.63,475.235,24.62,475.235,16.33,475.235,10.39,475.235,6.23,475.235,3.69,475.235,-6.11,475.235,20.96,475.235,8.35,475.235,12.86,475.235,17.94,475.235,14,475.235,-6,475.235,7.78,475.235,7.82,475.235,8.42,475.235,18.93,475.235,4.33,475.235,13.43,475.235,9.84,475.235,8.85,475.235,0.32,475.235,-5.54,475.235,12.65,475.235,12.08,475.235,20.96,475.235,19.86,475.235,6.71,475.235,18.58,475.235,5.75,475.235,5.36,475.235,5.36,475.235,174.39,475.235,163.62,475.235,149.24,475.235,64.69,475.235,49.41,475.235,64.37,475.235,76.06252,475.235,22.63789,475.235,0.5715,475.235,90.17067,475.235,72.92654,475.235,66.15463,475.235,-1.89481,475.235,-42.16595,475.235,-12.59764,475.235,-6.29802,475.235,-10.31175,475.235,-17.00275,475.235,-11.76131,475.235,-35.85878,475.235,-18.06232,475.235,-0.38939,475.235,-1.40028,475.235,1.60363,475.235,8.62507,475.235,6.74771,475.235,6.09602,475.235,24.87879,475.235,24.70834,475.235,14.90455,475.235,0.47342,475.235,1.35139,475.235,0.47605,475.235,5.90722,475.235,5.43868,475.235,5.92534,475.235,2.4836,475.235,4.27665,475.235,6.23933,475.235,0.12774,475.235,-0.74527,475.235,0.5819,475.235,11.10911,475.235,11.88704,475.235,10.45833
475.589,40.53,475.589,37.23,475.589,48.11,475.589,31.56,475.589,33.12,475.589,25.09,475.589,77.91,475.589,81.19,475.589,57.28,475.589,70.57,475.589,84.4,475.589,81.92,475.589,82.14,475.589,62.89,475.589,77.06,475.589,23.51,475.589,37.4,475.589,27.02,475.589,17.64,475.589,20.1,475.589,17.72,475.589,6.72,475.589,-14.39,475.589,-2.76,475.589,-5.01,475.589,-5.04,475.589,10.52,475.589,8.94,475.589,0.77,475.589,-8.77,475.589,-15.19,475.589,-17.31,475.589,0.17,475.589,-1.28,475.589,-2.35,475.589,-3.6,475.589,-2.39,475.589,-14.22,475.589,-4.17,475.589,-2.55,475.589,-3.63,475.589,-12.44,475.589,-3.26,475.589,-1.18,475.589,-0.17,475.589,3.83,475.589,-7.29,475.589,-7.29,475.589,130.05,475.589,134.39,475.589,120.24,475.589,52.07,475.589,47.83,475.589,52.3,475.589,54.29335,475.589,18.78309,475.589,19.55093,475.589,97.07563,475.589,71.30171,475.589,80.29013,475.589,-17.44857,475.589,-15.07314,475.589,-10.83927,475.589,-4.18026,475.589,-9.54862,475.589,-8.30965,475.589,-23.28493,475.589,-40.64788,475.589,-39.87246,475.589,-1.42685,475.589,-0.61131,475.589,1.54839,475.589,7.38219,475.589,6.87571,475.589,7.78991,475.589,25.68725,475.589,25.21891,475.589,14.0844,475.589,1.2967,475.589,2.27638,475.589,0.95658,475.589,4.54323,475.589,5.61828,475.589,7.32185,475.589,3.64011,475.589,4.39028,475.589,-0.22712,475.589,-4.41761,475.589,-0.63173,475.589,-0.7808,475.589,11.10965,475.589,11.88762,475.589,11.13794
475.942,38.06,475.942,39.66,475.942,42.89,475.942,33.4,475.942,33.38,475.942,30.21,475.942,93.67,475.942,86.44,475.942,92.92,475.942,92.34,475.942,102.62,475.942,108.12,475.942,84.46,475.942,85.98,475.942,73.66,475.942,20.97,475.942,33.17,475.942,30.82,475.942,24.41,475.942,23.48,475.942,6.31,475.942,4.86,475.942,3.82,475.942,-2.37,475.942,10.97,475.942,0.29,475.942,2.58,475.942,12.33,475.942,2.98,475.942,-1.53,475.942,4.52,475.942,5.01,475.942,-2.17,475.942,13.72,475.942,3.99,475.942,9.41,475.942,17.86,475.942,6.28,475.942,-5.44,475.942,-1.27,475.942,-6.37,475.942,2.72,475.942,12.01,475.942,20.29,475.942,6.8,475.942,20.43,475.942,19.65,475.942,19.65,475.942,119.86,475.942,119.88,475.942,129,475.942,43.91,475.942,43.5,475.942,60.78,475.942,66.88383,475.942,24.15572,475.942,21.47303,475.942,80.92363,475.942,82.4382,475.942,81.68093,475.942,5.40898,475.942,8.45709,475.942,-0.88523,475.942,-14.21726,475.942,-6.73851,475.942,3.09803,475.942,3.78642,475.942,-7.23045,475.942,-17.51463,475.942,-0.30577,475.942,0.03163,475.942,0.89053,475.942,6.04219,475.942,8.4375,475.942,7.82729,475.942,25.63073,475.942,24.83914,475.942,14.05759,475.942,1.23288,475.942,2.0278,475.942,-0.02899,475.942,5.19416,475.942,8.29631,475.942,7.47548,475.942,2.6894,475.942,7.70043,475.942,3.86983,475.942,3.55214,475.942,-0.61547,475.942,-1.75683,475.942,12.36683,475.942,11.4713,475.942,15.5887
476.296,32.9,476.296,55.75,476.296,34.04,476.296,39.23,476.296,33.74,476.296,21.26,476.296,85.04,476.296,86.59,476.296,81.95,476.296,90.46,476.296,83.41,476.296,99.87,476.296,62.83,476.296,86.59,476.296,74.85,476.296,37.83,476.296,50.3,476.296,30.19,476.296,26.23,476.296,24.42,476.296,30.19,476.296,5.23,476.296,26,476.296,-1.06,476.296,9.3,476.296,-2.67,476.296,11.23,476.296,29.18,476.296,14.15,476.296,2.83,476.296,15.3,476.296,14.84,476.296,29.02,476.296,13.75,476.296,27.19,476.296,11.6,476.296,-5.19,476.296,5.26,476.296,5.1,476.296,10.08,476.296,21.52,476.296,23.83,476.296,12.41,476.296,24.29,476.296,8.8,476.296,27.43,476.296,25.1,476.296,25.1,476.296,137.76,476.296,134.31,476.296,129.67,476.296,51.66,476.296,61.68,476.296,72.78,476.296,65.88594,476.296,12.24364,476.296,-2.59192,476.296,77.64943,476.296,53.72967,476.296,84.82155,476.296,0.68849,476.296,7.67049,476.296,-0.88523,476.296,-10.2807,476.296,-20.91084,476.296,7.03138,476.296,-1.72131,476.296,-11.95362,476.296,-7.27962,476.296,0.97162,476.296,0.84893,476.296,0.20973,476.296,8.10213,476.296,8.02589,476.296,8.16566,476.296,24.83381,476.296,25.15002,476.296,14.37124,476.296,1.27828,476.296,2.37652,476.296,1.19906,476.296,4.77561,476.296,5.43535,476.296,6.30748,476.296,1.67735,476.296,8.00764,476.296,10.2006,476.296,5.47823,476.296,4.58309,476.296,3.52015,476.296,14.82562,476.296,16.9687,476.296,15.36474
476.649,39.13,476.649,46.05,476.649,49.73,476.649,34.69,476.649,33.96,476.649,24.03,476.649,87.9,476.649,79.76,476.649,82.54,476.649,100.15,476.649,105.39,476.649,78.6,476.649,71.37,476.649,73.86,476.649,78.68,476.649,25.08,476.649,13.78,476.649,25.59,476.649,20.86,476.649,24.28,476.649,13.95,476.649,1.76,476.649,11.18,476.649,11.5,476.649,14.92,476.649,-2.7,476.649,10.34,476.649,-1.19,476.649,14.8,476.649,2.36,476.649,-4.65,476.649,-8.14,476.649,-1.85,476.649,-9.74,476.649,-6.72,476.649,0.16,476.649,-7.26,476.649,11.84,476.649,-9.43,476.649,7.67,476.649,25.76,476.649,4.96,476.649,14.04,476.649,20.01,476.649,25.48,476.649,22.18,476.649,13.29,476.649,13.29,476.649,150.71,476.649,134.65,476.649,136.51,476.649,42.13,476.649,64.81,476.649,55.92,476.649,63.72284,476.649,17.05155,476.649,58.82647,476.649,57.39322,476.649,66.82739,476.649,94.57344,476.649,3.12222,476.649,2.21581,476.649,14.39888,476.649,3.17257,476.649,5.99226,476.649,-0.85617,476.649,-34.8272,476.649,-4.18042,476.649,-13.09791,476.649,0.36305,476.649,-0.59149,476.649,1.66396,476.649,7.96786,476.649,7.72558,476.649,7.41365,476.649,24.24402,476.649,24.68707,476.649,14.53093,476.649,0.92297,476.649,0.91779,476.649,0.30341,476.649,4.19468,476.649,4.90532,476.649,6.46895,476.649,2.76424,476.649,4.23834,476.649,3.11972,476.649,-0.33237,476.649,-2.95636,476.649,4.4043,476.649,10.61815,476.649,14.86465,476.649,15.48319
477.002,42.09,477.002,38.86,477.002,36.84,477.002,31.21,477.002,29.41,477.002,15.6,477.002,77.91,477.002,69.49,477.002,65.42,477.002,81.36,477.002,80.45,477.002,82.81,477.002,76.89,477.002,78.7,477.002,74.35,477.002,38.15,477.002,45.69,477.002,31.9,477.002,30.62,477.002,24.96,477.002,19.93,477.002,-2.75,477.002,7.63,477.002,12.44,477.002,-1.66,477.002,-0.69,477.002,15.29,477.002,5.31,477.002,2.22,477.002,4.35,477.002,11.88,477.002,9.41,477.002,10.66,477.002,-7.19,477.002,5.31,477.002,9.16,477.002,2.28,477.002,-2.72,477.002,-5.38,477.002,6.13,477.002,13.13,477.002,1.44,477.002,17.47,477.002,23.91,477.002,13.85,477.002,14.57,477.002,19.22,477.002,19.22,477.002,130.95,477.002,120.98,477.002,123.32,477.002,59.42,477.002,63.99,477.002,53.64,477.002,67.82413,477.002,41.01589,477.002,-4.51544,477.002,97.90943,477.002,83.59386,477.002,100.40202,477.002,-20.76492,477.002,3.16689,477.002,-7.41932,477.002,-3.37584,477.002,6.95812,477.002,-6.0436,477.002,3.20856,477.002,4.54182,477.002,-11.50538,477.002,-1.19735,477.002,-1.07015,477.002,-1.4359,477.002,6.82872,477.002,7.80283,477.002,7.31586,477.002,24.12779,477.002,26.2437,477.002,13.70343,477.002,0.05295,477.002,-0.16417,477.002,0.5215,477.002,3.84287,477.002,3.22781,477.002,4.80651,477.002,1.88387,477.002,6.31376,477.002,4.48866,477.002,-0.42457,477.002,-3.2405,477.002,0.89003,477.002,13.77423,477.002,8.95728,477.002,12.16483
477.356,33.15,477.356,51.52,477.356,38.17,477.356,25.82,477.356,27.93,477.356,18.24,477.356,63.88,477.356,73.27,477.356,68.48,477.356,78.01,477.356,76.51,477.356,84.5,477.356,67.08,477.356,61.73,477.356,59.57,477.356,38.82,477.356,23.26,477.356,18.83,477.356,17.92,477.356,20.77,477.356,3.75,477.356,2.65,477.356,-5.17,477.356,7.15,477.356,2.25,477.356,3.19,477.356,5.56,477.356,-6.91,477.356,-4.6,477.356,3.7,477.356,8.06,477.356,-5.38,477.356,4.96,477.356,-7.87,477.356,4.15,477.356,14.58,477.356,-2.13,477.356,-9.35,477.356,2.04,477.356,3.97,477.356,16.95,477.356,-5.83,477.356,-4.84,477.356,0.39,477.356,8.99,477.356,8.24,477.356,10.79,477.356,10.79,477.356,130.24,477.356,126.9,477.356,133,477.356,56.66,477.356,47.58,477.356,54.94,477.356,56.44371,477.356,13.01111,477.356,12.69383,477.356,99.36739,477.356,71.89857,477.356,96.26738,477.356,6.92797,477.356,-13.47198,477.356,-8.68749,477.356,-9.41974,477.356,-3.56243,477.356,-7.07662,477.356,-0.92715,477.356,-20.45534,477.356,-2.53756,477.356,-0.95054,477.356,-1.84834,477.356,-0.80631,477.356,7.13849,477.356,7.69579,477.356,6.18522,477.356,24.65734,477.356,25.65844,477.356,14.10942,477.356,-0.88643,477.356,-0.08007,477.356,-0.58466,477.356,4.51431,477.356,3.82913,477.356,5.66594,477.356,1.92655,477.356,5.45905,477.356,7.52179,477.356,0.41981,477.356,0.85863,477.356,0.21627,477.356,12.59313,477.356,17.03613,477.356,13.83429
477.709,42.49,477.709,49.93,477.709,47.24,477.709,35.7,477.709,34.73,477.709,31.2,477.709,81.37,477.709,77.59,477.709,74.08,477.709,84.59,477.709,82.94,477.709,100.57,477.709,73.25,477.709,75.83,477.709,62.49,477.709,32.22,477.709,26.98,477.709,25.01,477.709,13.71,477.709,11.9,477.709,23.29,477.709,0.29,477.709,7.17,477.709,0.51,477.709,-17.15,477.709,-0.22,477.709,8.52,477.709,-3.14,477.709,-10.27,477.709,12.69,477.709,5.7,477.709,-5.96,477.709,-6.84,477.709,-0.22,477.709,10.9,477.709,1.94,477.709,-18.98,477.709,-5.52,477.709,-1.02,477.709,3.07,477.709,13.02,477.709,-1.83,477.709,6.98,477.709,6.91,477.709,18.54,477.709,15.87,477.709,0.26,477.709,0.26,477.709,151.41,477.709,139.74,477.709,127.28,477.709,57.81,477.709,56.71,477.709,58.06,477.709,32.74907,477.709,-75.02277,477.709,-32.46442,477.709,105.70125,477.709,83.79383,477.709,50.31883,477.709,0.57204,477.709,9.64053,477.709,-7.27464,477.709,7.14919,477.709,4.86176,477.709,-3.96391,477.709,-11.89434,477.709,-21.05547,477.709,-2.77873,477.709,-0.57222,477.709,-0.65256,477.709,-0.27604,477.709,9.3033,477.709,9.4278,477.709,6.61349,477.709,24.04734,477.709,25.3029,477.709,15.2487,477.709,-0.47181,477.709,1.56968,477.709,0.4942,477.709,5.26552,477.709,3.57402,477.709,5.6612,477.709,2.00901,477.709,8.92823,477.709,3.85851,477.709,3.55887,477.709,0.77602,477.709,1.47361,477.709,14.98901,477.709,18.08948,477.709,15.84552
478.062,31.47,478.062,43.85,478.062,45.01,478.062,17.09,478.062,21.11,478.062,23.05,478.062,78.88,478.062,81.15,478.062,85.84,478.062,99.06,478.062,101.33,478.062,95.91,478.062,78.52,478.062,77.55,478.062,71.53,478.062,26.98,478.062,39.58,478.062,39.02,478.062,20.52,478.062,17.19,478.062,19.14,478.062,-9.6,478.062,-3.01,478.062,1.28,478.062,-2.37,478.062,11.89,478.062,15.88,478.062,-1.06,478.062,2.87,478.062,-1.48,478.062,5.69,478.062,-0.98,478.062,-7.01,478.062,-8.21,478.062,-0.61,478.062,5.05,478.062,-17.16,478.062,-7.34,478.062,10.38,478.062,10.38,478.062,10.38,478.062,-5.41,478.062,14.26,478.062,5.72,478.062,17.72,478.062,21.04,478.062,16.72,478.062,16.72,478.062,120.04,478.062,115.6,478.062,120.37,478.062,66.9,478.062,46.86,478.062,45.21,478.062,158.88838,478.062,-6.14449,478.062,-32.30784,478.062,50.54214,478.062,240.83943,478.062,53.17365,478.062,14.76155,478.062,0.39737,478.062,14.23224,478.062,37.00832,478.062,17.17626,478.062,15.32391,478.062,1.49007,478.062,-3.80865,478.062,15.22468,478.062,0.62816,478.062,-0.56862,478.062,-0.75323,478.062,8.92789,478.062,7.50636,478.062,7.64264,478.062,25.46092,478.062,25.80802,478.062,12.46981,478.062,0.60822,478.062,1.32073,478.062,1.24851,478.062,5.20771,478.062,5.78879,478.062,6.41159,478.062,3.7996,478.062,7.00492,478.062,4.65886,478.062,1.04889,478.062,-0.68003,478.062,0.42737,478.062,12.92334,478.062,18.5793,478.062,17.17594
478.415,33.6,478.415,46.77,478.415,52.23,478.415,34.72,478.415,25.41,478.415,27.65,478.415,85.38,478.415,79.47,478.415,79.49,478.415,92.98,478.415,102.15,478.415,94.58,478.415,85.01,478.415,82.48,478.415,68.25,478.415,29.09,478.415,38.34,478.415,28.34,478.415,15.4,478.415,23.3,478.415,17.7,478.415,20.25,478.415,13.78,478.415,-3.96,478.415,9.12,478.415,6.16,478.415,31.5,478.415,19.82,478.415,8.02,478.415,5.22,478.415,14.03,478.415,-5.46,478.415,2.59,478.415,4.7,478.415,-10.43,478.415,-11.56,478.415,-13.88,478.415,-2.65,478.415,10.37,478.415,13.78,478.415,-0.37,478.415,8.23,478.415,18.51,478.415,21.38,478.415,10.09,478.415,2.01,478.415,21.2,478.415,21.2,478.415,129.7,478.415,123.88,478.415,133.97,478.415,53.58,478.415,70.72,478.415,82.1,478.415,92.10537,478.415,49.03508,478.415,56.31867,478.415,100.74006,478.415,204.99093,478.415,114.42947,478.415,-17.92249,478.415,5.22863,478.415,-17.14715,478.415,-15.54812,478.415,-22.13886,478.415,-38.81861,478.415,-31.15595,478.415,-10.99393,478.415,-36.63593,478.415,-0.31658,478.415,0.68083,478.415,1.30856,478.415,10.56521,478.415,7.29549,478.415,7.46467,478.415,24.63636,478.415,25.34607,478.415,15.89848,478.415,1.6199,478.415,3.0701,478.415,0.31889,478.415,4.54097,478.415,5.64793,478.415,5.79778,478.415,2.23634,478.415,8.88187,478.415,4.80252,478.415,2.56156,478.415,1.21979,478.415,0.79691,478.415,17.89452,478.415,13.88287,478.415,16.26126
478.768,33.49,478.768,37.6,478.768,52.67,478.768,30.69,478.768,39.43,478.768,17.94,478.768,98.99,478.768,89.59,478.768,82.65,478.768,88.79,478.768,99.89,478.768,99.13,478.768,87.64,478.768,86.66,478.768,70.27,478.768,41.12,478.768,31.91,478.768,38.41,478.768,16.48,478.768,22.06,478.768,27.83,478.768,1.44,478.768,10.49,478.768,-5.25,478.768,-11.68,478.768,-3.09,478.768,10.1,478.768,-19.76,478.768,4.85,478.768,-13.4,478.768,14.23,478.768,-12.18,478.768,-2.69,478.768,0.36,478.768,-6.54,478.768,5.35,478.768,-10.03,478.768,-2.55,478.768,-17.68,478.768,-10.78,478.768,-9.05,478.768,-2.37,478.768,7.44,478.768,7.94,478.768,-1.9,478.768,3.52,478.768,-7.22,478.768,-7.22,478.768,160.29,478.768,149.98,478.768,137.15,478.768,56.81,478.768,67.23,478.768,69.13,478.768,70.24072,478.768,21.88986,478.768,13.81247,478.768,100.41312,478.768,104.68175,478.768,74.99585,478.768,35.96528,478.768,1.0183,478.768,18.53751,478.768,12.76044,478.768,11.88826,478.768,-2.36415,478.768,20.82596,478.768,4.54547,478.768,9.16236,478.768,-1.62419,478.768,-1.04728,478.768,0.0048,478.768,8.78765,478.768,8.06776,478.768,6.55746,478.768,25.15774,478.768,24.2115,478.768,16.41135,478.768,0.0096,478.768,0.61927,478.768,-0.25693,478.768,7.61053,478.768,5.31995,478.768,7.19594,478.768,3.30317,478.768,3.84266,478.768,5.80732,478.768,-0.27857,478.768,-0.92667,478.768,-1.24775,478.768,11.60261,478.768,10.3359,478.768,16.35078
